position_x,position_y,orientation,marker_id
-0.10606794638318956,-0.08415204608654178,-1.0319335231378244,1
-0.10606794638318956,-0.08415204608654178,-1.0319335231378244,1
-0.10606794638318956,-0.08415204608654178,-1.0319335231378244,1
-0.10606794638318956,-0.08415204608654178,-1.0319335231378244,1
-0.10439912751210167,-0.08150951536218295,-1.0624176949641666,1
-0.10222942569454962,-0.08017636033542572,-1.3017310131465227,1
-0.10439912751210167,-0.08150951536218295,-1.0624176949641666,1
-0.10439912751210167,-0.08150951536218295,-1.0624176949641666,1
-0.10606794638318956,-0.08415204608654178,-1.0319335231378244,1
-0.09938928641001432,-0.0761092275170315,-1.2605685263559199,1
-0.10439912751210167,-0.08150951536218295,-1.0624176949641666,1
-0.10606794638318956,-0.08415204608654178,-1.0319335231378244,1
-0.10439912751210167,-0.08150951536218295,-1.0624176949641666,1
-0.09938928641001432,-0.0761092275170315,-1.2605685263559199,1
-0.10606794638318956,-0.08415204608654178,-1.0319335231378244,1
-0.09938928641001432,-0.0761092275170315,-1.2605685263559199,1
-0.10222942569454962,-0.08017636033542572,-1.3017310131465227,1
-0.10606794638318956,-0.08415204608654178,-1.0319335231378244,1
-0.10439912751210167,-0.08150951536218295,-1.0624176949641666,1
-0.10439912751210167,-0.08150951536218295,-1.0624176949641666,1
-0.10222942569454962,-0.08017636033542572,-1.3017310131465227,1
-0.10222942569454962,-0.08017636033542572,-1.3017310131465227,1
-0.09938928641001432,-0.0761092275170315,-1.2605685263559199,1
-0.10439912751210167,-0.08150951536218295,-1.0624176949641666,1
-0.10606794638318956,-0.08415204608654178,-1.0319335231378244,1
-0.10606794638318956,-0.08415204608654178,-1.0319335231378244,1
-0.09938928641001432,-0.0761092275170315,-1.2605685263559199,1
-0.09938928641001432,-0.0761092275170315,-1.2605685263559199,1
-0.10606794638318956,-0.08415204608654178,-1.0319335231378244,1
-0.10439912751210167,-0.08150951536218295,-1.0624176949641666,1
-0.09938928641001432,-0.0761092275170315,-1.2605685263559199,1
-0.10222942569454962,-0.08017636033542572,-1.3017310131465227,1
-0.10222942569454962,-0.08017636033542572,-1.3017310131465227,1
-0.10606794638318956,-0.08415204608654178,-1.0319335231378244,1
-0.10439912751210167,-0.08150951536218295,-1.0624176949641666,1
-0.10606794638318956,-0.08415204608654178,-1.0319335231378244,1
-0.09938928641001432,-0.0761092275170315,-1.2605685263559199,1
-0.10222942569454962,-0.08017636033542572,-1.3017310131465227,1
-0.10439912751210167,-0.08150951536218295,-1.0624176949641666,1
-0.09938928641001432,-0.0761092275170315,-1.2605685263559199,1
-0.10606794638318956,-0.08415204608654178,-1.0319335231378244,1
-0.13026285210895522,-0.1105693743596852,-1.2668924867112512,1
-0.10606794638318956,-0.08415204608654178,-1.0319335231378244,1
-0.09938928641001432,-0.0761092275170315,-1.2605685263559199,1
-0.10222942569454962,-0.08017636033542572,-1.3017310131465227,1
-0.10606794638318956,-0.08415204608654178,-1.0319335231378244,1
-0.10439912751210167,-0.08150951536218295,-1.0624176949641666,1
-0.10222942569454962,-0.08017636033542572,-1.3017310131465227,1
-0.10439912751210167,-0.08150951536218295,-1.0624176949641666,1
-0.10439912751210167,-0.08150951536218295,-1.0624176949641666,1
-0.10606794638318956,-0.08415204608654178,-1.0319335231378244,1
